context_length,horizon,num_samples,starting_capital,threshold,fee_rate,runtime_seconds,model_path,equity_no_tc,equity_tc,fee,cum_fee,final_equity_no_tc,final_equity_tc,total_fees_paid,arc,asd,mdd,ir_star,ir_starstar,pct_long,pct_short,pct_flat,trades_long,trades_short,trades_flat,trades_total,data_rows,n_windows,device,run_name,model_family,source_path,variant,roi_no_tc,roi_tc,fee_impact,fee_ratio_vs_start,runtime_minutes,feature_cols,use_future_covariates,cross_learning,n_windows_total,n_windows_kept,prediction_length,scale_inputs,normalize_inputs,freq,rope_scale,model_id,patch_size,batch_size,repo_id,mu,sigma
512,1,5.0,100000.0,0.04,0.001,256.3014586250065,amazon/chronos-t5-mini,266099.82407328504,1340.8508966962072,0.0,111374.9196127026,133319.10670185144,114969.57126167705,16770.49591438958,0.3043626708028248,0.1565438307502202,0.0593767788447868,1.9442648703829344,9.966213395387197,0.0035838515863813,0.0043217033835775,0.9920944450300412,33.0,41.0,70.0,144.0,,,,ctx512_h1,chronos,chronos-results/ctx512_h1/metrics_sweep.csv,step1,0.33319106701851453,0.1496957126167704,18349.535440174397,0.1677049591438958,4.271690977083441,,,,,,,,,,,,,,,,
512,1,5.0,100000.0,0.04,0.001,242.7026732499944,amazon/chronos-t5-mini,282534.5595895827,1389.9013662402576,0.0,144918.12345373043,127701.29446657909,109685.13377947234,16839.802773783573,0.2534949142846541,0.1455022503349249,0.0576407094984189,1.7422061425245716,7.6619528213402415,0.0041108885843786,0.004216295983978,0.9916728154316432,36.0,40.0,72.0,148.0,10000.0,9488.0,cpu,ctx512_h1_samp5,chronos,chronos-results/ctx512_h1_samp5/metrics_sweep.csv,step1,0.27701294466579096,0.09685133779472332,18016.16068710675,0.16839802773783571,4.045044554166574,,,,,,,,,,,,,,,,
512,20,,100000.0,0.04,0.001,358.90765762492083,amazon/chronos-2,381865.4356074129,5531.000425691174,0.0,171130.4956155578,126344.70026607146,109392.33658620872,15569.274130502436,0.2417243707160079,0.1305639906245771,0.0620012991668824,1.851386201966365,7.217996568395487,0.0039079002957329,0.0042247570764681,0.9918673426277989,34.0,38.0,71.0,143.0,10000.0,,cpu,ctx512_h20_cov4_fut0,chronos2,chronos2-results/ctx512_h20_cov4_fut0/metrics_sweep.csv,step1,0.26344700266071475,0.09392336586208727,16952.36367986274,0.15569274130502436,5.98179429374868,"['open', 'high', 'low', 'volume']",False,False,9469.0,9469.0,,,,,,,,,,,
512,20,10.0,100000.0,0.04,0.001,1108.9940301250026,amazon/chronos-t5-mini,505619.8617540888,3153.1398621790636,3.1562961583374007,213477.0177704627,125664.4811764404,109239.58053510558,14744.996307279813,0.235533693607556,0.1195859144495155,0.0500217537413971,1.9695772256438209,9.274001091594968,0.0032741867342627,0.0041191381495564,0.9926066751161808,31.0,39.0,68.0,138.0,10000.0,9469.0,cpu,ctx512_h20_samp10,chronos,chronos-results/ctx512_h20_samp10/metrics_sweep.csv,step1,0.256644811764404,0.09239580535105585,16424.900641334825,0.14744996307279812,18.48323383541671,,,,,,,,,,,,,,,,
512,5,,100000.0,0.04,0.001,62.6617843748536,Datadog/Toto-Open-Base-1.0,520823.7343649627,18997.628876009538,18.98610565835143,213995.90711973733,176626.0454261304,109048.26616721493,50467.954067203485,0.6918836657315992,0.3579294263155772,0.1381463438855741,1.933016999618196,9.681203642458428,0.0346936623431403,0.0238321206369292,0.9414742170199304,136.0,105.0,238.0,479.0,,,,ctx512_h5,toto,toto-results/ctx512_h5/metrics_sweep.csv,step1,0.7662604542613041,0.09048266167214924,67577.77925891549,0.5046795406720349,1.0443630729142268,,,,,,,,,,,,,8.0,,,
512,20,20.0,100000.0,0.04,0.001,2285.3878167920047,amazon/chronos-t5-mini,440579.0207860539,2900.0658817745943,2.9029688506252196,193986.52266977725,122534.11192728316,107589.53778983536,13878.485241217852,0.2070119202574689,0.1195094538681709,0.0578129639527397,1.7321802883127613,6.202449125578312,0.0028517110266159,0.0040135192226446,0.9931347697507392,27.0,38.0,64.0,129.0,10000.0,9469.0,cpu,ctx512_h20_samp20,chronos,chronos-results/ctx512_h20_samp20/metrics_sweep.csv,step1,0.22534111927283162,0.07589537789835354,14944.574137447795,0.13878485241217853,38.08979694653341,,,,,,,,,,,,,,,,
512,5,,100000.0,0.04,0.001,345.1032152080443,amazon/chronos-2,394132.78417044866,5446.46503471332,5.419940672192398,169298.31667397098,124760.77437806551,107589.49870519868,15611.351425190063,0.2269076470927071,0.1313974255656638,0.059338640364653,1.7268804629609245,6.6034944557685105,0.0041126225877886,0.004218074449014,0.9916693029631972,36.0,38.0,73.0,147.0,10000.0,,cpu,ctx512_h5_cov4_fut0,chronos2,chronos2-results/ctx512_h5_cov4_fut0/metrics_sweep.csv,step1,0.2476077437806552,0.07589498705198672,17171.275672866832,0.15611351425190062,5.751720253467405,"['open', 'high', 'low', 'volume']",False,False,9484.0,9484.0,,,,,,,,,,,
512,3,,100000.0,0.04,0.001,324.4182888751384,amazon/chronos-2,394132.78417044866,5441.018569678607,0.0,169303.7631390057,124760.77437806551,107589.49870519868,15611.351425190063,0.2268547438990802,0.1313835758076069,0.059338640364653,1.7266598393643782,6.60111140485723,0.0041117554032683,0.0042171850289931,0.9916710595677384,36.0,38.0,73.0,147.0,10000.0,,cpu,ctx512_h3_cov4_fut0,chronos2,chronos2-results/ctx512_h3_cov4_fut0/metrics_sweep.csv,step1,0.2476077437806552,0.07589498705198672,17171.275672866832,0.15611351425190062,5.406971481252307,"['open', 'high', 'low', 'volume']",False,False,9486.0,9486.0,,,,,,,,,,,
512,1,,100000.0,0.04,0.001,328.91960804210976,amazon/chronos-2,394132.78417044866,5441.018569678607,0.0,169303.7631390057,124760.77437806551,107589.49870519868,15611.351425190063,0.2268018652907031,0.1313697304280686,0.059338640364653,1.7264392988527009,6.5987297802025635,0.0041108885843786,0.004216295983978,0.9916728154316432,36.0,38.0,73.0,147.0,,,cpu,ctx512_h1,chronos2,chronos2-results/ctx512_h1/metrics_sweep.csv,step1,0.2476077437806552,0.07589498705198672,17171.275672866832,0.15611351425190062,5.481993467368496,"['open', 'high', 'low', 'volume']",False,False,9488.0,9488.0,,,,,,,,,,,
512,3,10.0,100000.0,0.04,0.001,389.761469916004,amazon/chronos-t5-mini,714904.9129577997,4512.124736933358,0.0,227192.48013953964,120970.71904756952,106216.82031005192,13869.302320144674,0.1923704557296759,0.1355553804006451,0.0506094438430153,1.4191281464528311,5.394217117239041,0.0028465998945703,0.0040063257775434,0.9931470743278862,27.0,38.0,64.0,129.0,10000.0,9486.0,cpu,ctx512_h3_samp10,chronos,chronos-results/ctx512_h3_samp10/metrics_sweep.csv,step1,0.2097071904756953,0.06216820310051907,14753.898737517608,0.13869302320144675,6.496024498600066,,,,,,,,,,,,,,,,
